symbol,name,price,marketcap,year,industry,description,linkToSmth,smthing,keywords,enhanced_description
EXPR,"Express, Inc.",1.79,$116.26M,2010.0,Consumer Services,Clothing/Shoe/Accessory Stores,https://old.nasdaq.com/symbol/expr,,"retail, fashion, store openings, earnings, e-commerce, supply chain, inventory, partnerships, closures, markdowns","Clothing/Shoe/Accessory Stores retail, fashion, store openings, earnings, e-commerce, supply chain, inventory, partnerships, closures, markdowns"
EXTN,Exterran Corporation,4.83,$160M,2015.0,Technology,Diversified Commercial Services,https://old.nasdaq.com/symbol/extn,,"earnings, revenue, acquisitions, contracts, leadership, strategy, market, expansion, regulatory, governance","Diversified Commercial Services earnings, revenue, acquisitions, contracts, leadership, strategy, market, expansion, regulatory, governance"
EXR,Extra Space Storage Inc,115.41,$15.16B,2004.0,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/exr,,"dividends, occupancy, leasing, acquisitions, financing, earnings, portfolio, development, rents, refinancing","Real Estate Investment Trusts dividends, occupancy, leasing, acquisitions, financing, earnings, portfolio, development, rents, refinancing"
XOM,Exxon Mobil Corporation,47.43,$200.55B,,Energy,Integrated oil Companies,https://old.nasdaq.com/symbol/xom,,"oil prices, upstream, downstream, refining, dividends, capital expenditure, mergers, regulatory compliance, carbon emissions, energy transition","Integrated oil Companies oil prices, upstream, downstream, refining, dividends, capital expenditure, mergers, regulatory compliance, carbon emissions, energy transition"
FNB,F.N.B. Corporation,10.51,$3.39B,,Finance,Major Banks,https://old.nasdaq.com/symbol/fnb,,"earnings, interest rates, regulation, capital adequacy, liquidity, loan losses, mergers, acquisitions, Basel III, fintech","Major Banks earnings, interest rates, regulation, capital adequacy, liquidity, loan losses, mergers, acquisitions, Basel III, fintech"
FNB^E,F.N.B. Corporation,28.5,,,,,https://old.nasdaq.com/symbol/fnb^e,,, 
FN,Fabrinet,85.82,$3.17B,2010.0,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/fn,,"5G, 6G, routers, switches, fiber, spectrum, deployments, earnings, capex, supply chain","Telecommunications Equipment 5G, 6G, routers, switches, fiber, spectrum, deployments, earnings, capex, supply chain"
FDS,FactSet Research Systems Inc.,320.23,$12.16B,1996.0,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/fds,,"software, programming, data processing, cloud, artificial intelligence, machine learning, cybersecurity, analytics, partnerships, acquisitions","Computer Software: Programming, Data Processing software, programming, data processing, cloud, artificial intelligence, machine learning, cybersecurity, analytics, partnerships, acquisitions"
FICO,Fair Isaac Corporation,496.16,$14.44B,,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/fico,,"revenue, earnings, acquisition, merger, partnership, outsourcing, consulting, cloud, growth, strategy","Business Services revenue, earnings, acquisition, merger, partnership, outsourcing, consulting, cloud, growth, strategy"
SFUN,Fang Holdings Limited,12.7848,$115.13M,2010.0,Technology,EDP Services,https://old.nasdaq.com/symbol/sfun,,"energy, electricity, renewables, EDP, Portugal, investments, acquisitions, partnerships, earnings, regulators","EDP Services energy, electricity, renewables, EDP, Portugal, investments, acquisitions, partnerships, earnings, regulators"
FPAC,Far Peak Acquisition Corporation,10.45,$574.75M,2021.0,Finance,Business Services,https://old.nasdaq.com/symbol/fpac,,"revenue, earnings, acquisition, merger, partnership, outsourcing, consulting, cloud, growth, strategy","Business Services revenue, earnings, acquisition, merger, partnership, outsourcing, consulting, cloud, growth, strategy"
FPAC.U,Far Peak Acquisition Corporation,,,2020.0,,,https://old.nasdaq.com/symbol/fpac.u,,, 
FPAC.WS,Far Peak Acquisition Corporation,,,,,,https://old.nasdaq.com/symbol/fpac.ws,,, 
FTCH,Farfetch Limited,63.0,$21.41B,2018.0,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/ftch,,"revenue, earnings, acquisition, merger, partnership, outsourcing, consulting, cloud, growth, strategy","Business Services revenue, earnings, acquisition, merger, partnership, outsourcing, consulting, cloud, growth, strategy"
FPI,Farmland Partners Inc.,11.06,$324.19M,2014.0,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/fpi,,"dividends, occupancy, leasing, acquisitions, financing, earnings, portfolio, development, rents, refinancing","Real Estate Investment Trusts dividends, occupancy, leasing, acquisitions, financing, earnings, portfolio, development, rents, refinancing"
FPI^B,Farmland Partners Inc.,25.9199,,,,,https://old.nasdaq.com/symbol/fpi^b,,, 
FST,FAST Acquisition Corp.,10.73,$1.28B,2020.0,Finance,Business Services,https://old.nasdaq.com/symbol/fst,,"revenue, earnings, acquisition, merger, partnership, outsourcing, consulting, cloud, growth, strategy","Business Services revenue, earnings, acquisition, merger, partnership, outsourcing, consulting, cloud, growth, strategy"
FST.U,FAST Acquisition Corp.,,,2020.0,,,https://old.nasdaq.com/symbol/fst.u,,, 
FST.WS,FAST Acquisition Corp.,,,,,,https://old.nasdaq.com/symbol/fst.ws,,, 
FSLY,"Fastly, Inc.",103.28,$11.72B,2019.0,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/fsly,,"acquisition, revenue, licensing, cloud, on-premises, AI, security, update, merger, partnership","Computer Software: Prepackaged Software acquisition, revenue, licensing, cloud, on-premises, AI, security, update, merger, partnership"
FBK,FB Financial Corporation,37.36,$1.76B,2016.0,Finance,Major Banks,https://old.nasdaq.com/symbol/fbk,,"earnings, interest rates, regulation, capital adequacy, liquidity, loan losses, mergers, acquisitions, Basel III, fintech","Major Banks earnings, interest rates, regulation, capital adequacy, liquidity, loan losses, mergers, acquisitions, Basel III, fintech"
FFG,"FBL Financial Group, Inc.",57.76,$1.41B,1996.0,Finance,Life Insurance,https://old.nasdaq.com/symbol/ffg,,"premiums, policyholders, claims, underwriting, annuities, solvency, regulators, mortality, investments, dividends","Life Insurance premiums, policyholders, claims, underwriting, annuities, solvency, regulators, mortality, investments, dividends"
AGM,Federal Agricultural Mortgage Corporation,79.5,$853.51M,,Finance,Finance Companies,https://old.nasdaq.com/symbol/agm,,"regulation, lending, credit, interest_rates, fintech, mergers, acquisitions, liquidity, risk_management, compliance","Finance Companies regulation, lending, credit, interest_rates, fintech, mergers, acquisitions, liquidity, risk_management, compliance"
AGM.A,Federal Agricultural Mortgage Corporation,,,,,,https://old.nasdaq.com/symbol/agm.a,,, 
AGM^C,Federal Agricultural Mortgage Corporation,27.0,,,,,https://old.nasdaq.com/symbol/agm^c,,, 
AGM^D,Federal Agricultural Mortgage Corporation,26.92,,,,,https://old.nasdaq.com/symbol/agm^d,,, 
AGM^E,Federal Agricultural Mortgage Corporation,26.83,,,,,https://old.nasdaq.com/symbol/agm^e,,, 
AGM^F,Federal Agricultural Mortgage Corporation,26.46,,,,,https://old.nasdaq.com/symbol/agm^f,,, 
FRT,Federal Realty Investment Trust,88.53,$6.7B,,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/frt,,"dividends, occupancy, leasing, acquisitions, financing, earnings, portfolio, development, rents, refinancing","Real Estate Investment Trusts dividends, occupancy, leasing, acquisitions, financing, earnings, portfolio, development, rents, refinancing"
FRT^C,Federal Realty Investment Trust,25.68,,,,,https://old.nasdaq.com/symbol/frt^c,,, 
FSS,Federal Signal Corporation,35.28,$2.14B,,Capital Goods,Auto Manufacturing,https://old.nasdaq.com/symbol/fss,,"electric vehicles, batteries, supply chain, recalls, production, automation, tariffs, labor unions, profitability, incentives","Auto Manufacturing electric vehicles, batteries, supply chain, recalls, production, automation, tariffs, labor unions, profitability, incentives"
FMN,Federated Hermes Premier Municipal Income Fund,14.54,$167.2M,2002.0,,,https://old.nasdaq.com/symbol/fmn,,, 
FHI,"Federated Hermes, Inc.",29.95,$2.98B,,Finance,Investment Managers,https://old.nasdaq.com/symbol/fhi,,"AUM, portfolios, investments, fiduciary, performance, fees, risk, regulation, ESG, liquidity","Investment Managers AUM, portfolios, investments, fiduciary, performance, fees, risk, regulation, ESG, liquidity"
FDX,FedEx Corporation,254.08,$67.35B,,Transportation,Air Freight/Delivery Services,https://old.nasdaq.com/symbol/fdx,,"air cargo, logistics, freight forwarding, delivery network, fleet optimization, customs clearance, supply chain, e-commerce logistics, fuel prices, sustainability","Air Freight/Delivery Services air cargo, logistics, freight forwarding, delivery network, fleet optimization, customs clearance, supply chain, e-commerce logistics, fuel prices, sustainability"
RACE,Ferrari N.V.,212.07,$52.61B,2015.0,Capital Goods,Auto Manufacturing,https://old.nasdaq.com/symbol/race,,"electric vehicles, batteries, supply chain, recalls, production, automation, tariffs, labor unions, profitability, incentives","Auto Manufacturing electric vehicles, batteries, supply chain, recalls, production, automation, tariffs, labor unions, profitability, incentives"
FOE,Ferro Corporation,15.22,$1.25B,,Basic Industries,Paints/Coatings,https://old.nasdaq.com/symbol/foe,,"earnings, acquisition, expansion, sustainability, pigments, reformulation, regulatory, supply-chain, product-launch, price-hike","Paints/Coatings earnings, acquisition, expansion, sustainability, pigments, reformulation, regulatory, supply-chain, product-launch, price-hike"
FGNA,FG New America Acquisition Corp.,11.01,,2020.0,Finance,Business Services,https://old.nasdaq.com/symbol/fgna,,"revenue, earnings, acquisition, merger, partnership, outsourcing, consulting, cloud, growth, strategy","Business Services revenue, earnings, acquisition, merger, partnership, outsourcing, consulting, cloud, growth, strategy"
FGNA.U,FG New America Acquisition Corp.,,,2020.0,,,https://old.nasdaq.com/symbol/fgna.u,,, 
FGNA.WS,FG New America Acquisition Corp.,,,,,,https://old.nasdaq.com/symbol/fgna.ws,,, 
FNF,"Fidelity National Financial, Inc.",39.44,$11.58B,2014.0,Finance,Specialty Insurers,https://old.nasdaq.com/symbol/fnf,,"reinsurance, underwriting, catastrophe modeling, risk management, claims, premiums, policyholders, regulatory compliance, loss ratio, specialty lines","Specialty Insurers reinsurance, underwriting, catastrophe modeling, risk management, claims, premiums, policyholders, regulatory compliance, loss ratio, specialty lines"
FIS,"Fidelity National Information Services, Inc.",129.08,$80.1B,,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/fis,,"revenue, earnings, acquisition, merger, partnership, outsourcing, consulting, cloud, growth, strategy","Business Services revenue, earnings, acquisition, merger, partnership, outsourcing, consulting, cloud, growth, strategy"
FMO,Fiduciary/Claymore Energy Infrastructure Fund,6.75,$47.85M,2004.0,,,https://old.nasdaq.com/symbol/fmo,,, 
FINV,FinVolution Group,3.59,$1.1B,2017.0,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/finv,,"earnings, revenue, guidance, loans, credit cards, fintech, acquisitions, regulation, dividends, market share","Finance: Consumer Services earnings, revenue, guidance, loans, credit cards, fintech, acquisitions, regulation, dividends, market share"
FAF,First American Corporation (The),54.63,$6.1B,,Finance,Specialty Insurers,https://old.nasdaq.com/symbol/faf,,"reinsurance, underwriting, catastrophe modeling, risk management, claims, premiums, policyholders, regulatory compliance, loss ratio, specialty lines","Specialty Insurers reinsurance, underwriting, catastrophe modeling, risk management, claims, premiums, policyholders, regulatory compliance, loss ratio, specialty lines"
FBP,First BanCorp.,10.06,$2.2B,,Finance,Major Banks,https://old.nasdaq.com/symbol/fbp,,"earnings, interest rates, regulation, capital adequacy, liquidity, loan losses, mergers, acquisitions, Basel III, fintech","Major Banks earnings, interest rates, regulation, capital adequacy, liquidity, loan losses, mergers, acquisitions, Basel III, fintech"
FCF,First Commonwealth Financial Corporation,12.67,$1.22B,,Finance,Major Banks,https://old.nasdaq.com/symbol/fcf,,"earnings, interest rates, regulation, capital adequacy, liquidity, loan losses, mergers, acquisitions, Basel III, fintech","Major Banks earnings, interest rates, regulation, capital adequacy, liquidity, loan losses, mergers, acquisitions, Basel III, fintech"
FCRW,"First Eagle Alternative Capital BDC, Inc.",25.38,,2018.0,,,https://old.nasdaq.com/symbol/fcrw,,, 
FCRZ,"First Eagle Alternative Capital BDC, Inc.",25.5765,,2015.0,,,https://old.nasdaq.com/symbol/fcrz,,, 
FSLF,First Eagle Senior Loan Fund,14.15,$104.98M,2013.0,,,https://old.nasdaq.com/symbol/fslf,,, 
FHN,First Horizon Corporation,14.56,$8.08B,,Finance,Major Banks,https://old.nasdaq.com/symbol/fhn,,"earnings, interest rates, regulation, capital adequacy, liquidity, loan losses, mergers, acquisitions, Basel III, fintech","Major Banks earnings, interest rates, regulation, capital adequacy, liquidity, loan losses, mergers, acquisitions, Basel III, fintech"
FHN^A,First Horizon Corporation,25.985,,,,,https://old.nasdaq.com/symbol/fhn^a,,, 
FHN^B,First Horizon Corporation,26.95,,,,,https://old.nasdaq.com/symbol/fhn^b,,, 
